90.79390979261915    0.021108655461224885
94.29396254518362    0.02110214857786906
99.04651642822795    0.021093692628070208
104.82864160747249    0.021083939973302393
112.21401955578828    0.02159311155974078
121.03186182596228    0.022113215944257594
128.5834060224448    0.021569158768092893
98.67297688394078    0.020585505436168692
144.587847953748    0.015687727917406236
159.54282281236328    0.009618836896450806
136.09365322888678    0.018171931395967105
176.05026615884506    0.00485120165953728
195.00501709567453    0.002218936295297005
214.3726864522726    0.0010150025160000154
233.8859847130558    0.0004875566885243226
255.17957737668323    0.00021240524966216663
286.97219286122356    0.0000799045388852111
322.72323540695965    0.00003156360422187747
344.1844626997014    0.000019358406559873105
378.36542409509343    0.000009298241621960329
414.3672500803173    0.000004689800558384888
458.9808038852561    0.0000021451115428784246
522.051191466626    8.472758949423274e-7
571.7248533650685    4.27344774072331e-7
623.7561654727305    2.2633632998076698e-7
680.5227229063748    1.1987541998230246e-7
725.783585018722    7.001711677437078e-8
782.888299838119    4.0891979642639433e-8
834.9506923289076    2.5079631635083938e-8
880.4206517953234    1.615300306211052e-8
938.9689856256299    9.906866093019659e-9
1005.2058120788797    6.075834293619421e-9
1076.132388011814    3.379540664822984e-9
1169.64548636167    1.704660908696712e-9
1261.6935368130034    9.029299165232857e-10
1366.1322390094992    5.021871894460432e-10
1451.4799795864724    3.0800802842360263e-10
1583.6011104541951    1.479517262370164e-10
1701.763583606237    8.229214883780472e-11
1842.6445704923776    4.3587409033825824e-11
2048.820164367875    1.7219334472093615e-11
2218.4501268516765    8.685805037637866e-12
2402.1244279615225    4.3813080740211636e-12
2600.9849884380765    2.3206328893168146e-12
2773.973808583873    1.3554407069083008e-12
1935.6407786212342    2.947918697488127e-11
150.73552401798946    0.012899623050314692
168.86607636436003    0.006830604901537945
185.63616758790687    0.0032808803039759624
204.8467019471132    0.0015007186567030798
489.4953614915686    0.0000014506103425308522
